3683,1610,5024,2058.862142
5024,1577.5,3683,2013.003491
1285,1382.5,4519,1954.917275
4519,1340,1114,1853.879597
5834,1277.5,7174,1740.257938
1114,1212.5,1285,1700.327969
7174,1185,4343,1697.727131
4343,1180,5834,1598.916256
7558,1065,7475,1559.611679
1241,1057.5,746,1469.073539
7475,1022.5,7558,1412.683032
6978,1022.5,6009,1354.072906
6977,987.5,1241,1320.454479
746,955,6977,1311.066968
6009,955,3560,1270.680074
7623,930,7623,1262.376005
3560,925,6978,1250.09986
6878,865,4308,1249.881643
3571,850,7690,1163.393661
4308,802.5,2198,1156.820816
2386,787.5,2852,1151.508828
4618,785,6878,1146.162295
5031,775,2386,1107.846136
2852,745,4618,1096.186617
7690,732.5,3571,1084.23634
2198,727.5,5031,1025.672955
5032,655,5032,964.891024
2405,615,2405,901.0015535
,
7174,1012.3376323068813
1114,1014.2313266182847
6878,1002.4360382512848
5032,999.4148504004188
3683,1016.8833915117021
6977,1005.1844494672164
4519,1015.9152879234582
1285,1011.6721328096733
5031,1000.4278825763704
4343,1011.6287855127464
3571,1001.4039389991441
7475,1009.3268613199781
4618,1001.6031102883004
2198,1002.6136802632682
746,1007.8178923085233
7558,1006.878050526731
7623,1004.3729334205964
5834,1009.9819375944129
2405,998.3500258922288
2852,1002.5251471398586
2386,1001.7974356058296
4308,1004.1646940578352
5024,1017.6477023657245
3560,1004.5113345712003
6978,1004.1683310077971
1241,1005.3409079761112
6009,1005.9012151001651
7690,1002.7232276894811